color1,color2,color3,color4,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,circles.thisRepN,circles.thisTrialN,circles.thisN,circles.thisIndex,instructions.started,instructions.stopped,ready.keys,ready.rt,ready.started,ready.stopped,blank_img.started,blank_img.stopped,pause.started,pause.stopped,indicate1.started,indicate1.stopped,indcate2.started,indcate2.stopped,indcate3.started,indcate3.stopped,indicate4.started,indicate4.stopped,square1.started,square1.stopped,square2.started,square2.stopped,square3.started,square3.stopped,square4.started,square4.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,7.786078799981624,None,space,2.3053082000114955,7.786078799981624,None,,,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",0,0,0,0,0,0,0,3,,,,,,,10.098715100029949,None,11.104367699997965,None,11.104367699997965,None,11.104367699997965,None,11.104367699997965,None,11.104367699997965,None,12.103696800011676,None,12.103696800011676,None,12.103696800011676,None,12.103696800011676,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",0,0,0,0,0,1,1,2,,,,,,,,,15.111903199984226,None,15.111903199984226,None,15.111903199984226,None,15.111903199984226,None,15.111903199984226,None,16.105032599996775,None,16.105032599996775,None,16.105032599996775,None,16.105032599996775,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",0,0,0,0,0,2,2,1,,,,,,,,,19.103514300019015,None,19.103514300019015,None,19.103514300019015,None,19.103514300019015,None,19.103514300019015,None,20.10578149999492,None,20.10578149999492,None,20.10578149999492,None,20.10578149999492,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",0,0,0,0,0,3,3,0,,,,,,,,,23.104222399997525,None,23.104222399997525,None,23.104222399997525,None,23.104222399997525,None,23.104222399997525,None,24.10629369999515,None,24.10629369999515,None,24.10629369999515,None,24.10629369999515,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
,,,,0,0,0,0,,,,,,,,,,,27.106694600021,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",1,0,1,0,0,0,0,1,,,,,,,28.10075360001065,None,29.102933800022583,None,29.102933800022583,None,29.102933800022583,None,29.102933800022583,None,29.102933800022583,None,30.105147499998566,None,30.105147499998566,None,30.105147499998566,None,30.105147499998566,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",1,0,1,0,0,1,1,3,,,,,,,,,33.10361749998992,None,33.10361749998992,None,33.10361749998992,None,33.10361749998992,None,33.10361749998992,None,34.10582160000922,None,34.10582160000922,None,34.10582160000922,None,34.10582160000922,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",1,0,1,0,0,2,2,0,,,,,,,,,37.10449120000703,None,37.10449120000703,None,37.10449120000703,None,37.10449120000703,None,37.10449120000703,None,38.106776600005105,None,38.106776600005105,None,38.106776600005105,None,38.106776600005105,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",1,0,1,0,0,3,3,2,,,,,,,,,41.104970399988815,None,41.104970399988815,None,41.104970399988815,None,41.104970399988815,None,41.104970399988815,None,42.107125199981965,None,42.107125199981965,None,42.107125199981965,None,42.107125199981965,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
,,,,1,0,1,0,,,,,,,,,,,45.10615609999513,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 0, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]",2,0,2,0,0,0,0,3,,,,,,,46.100280400016345,None,47.10276189999422,None,47.10276189999422,None,47.10276189999422,None,47.10276189999422,None,47.10276189999422,None,48.10526139999274,None,48.10526139999274,None,48.10526139999274,None,48.10526139999274,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 0, 0]",2,0,2,0,0,1,1,0,,,,,,,,,51.103649500000756,None,51.103649500000756,None,51.103649500000756,None,51.103649500000756,None,51.103649500000756,None,52.10519670002395,None,52.10519670002395,None,52.10519670002395,None,52.10519670002395,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 1, 1]","[1, 0, 0]","[1, 1, 1]",2,0,2,0,0,2,2,1,,,,,,,,,55.10494170000311,None,55.10494170000311,None,55.10494170000311,None,55.10494170000311,None,55.10494170000311,None,56.10495680000167,None,56.10495680000167,None,56.10495680000167,None,56.10495680000167,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
"[1, 1, 1]","[1, 0, 0]","[1, 1, 1]","[1, 1, 1]",2,0,2,0,0,3,3,2,,,,,,,,,59.104523800022434,None,59.104523800022434,None,59.104523800022434,None,59.104523800022434,None,59.104523800022434,None,60.10453880002024,None,60.10453880002024,None,60.10453880002024,None,60.10453880002024,None,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
,,,,2,0,2,0,,,,,,,,,,,63.10422049998306,None,,,,,,,,,,,,,,,,,,,,001,2020_Nov_23_1336,offline,2020.2.6,121.57936460164397,
